股票代码,股票名称,最新价格,市盈率(PE)
600759,洲际油气,2.49,103.81
603955,大千生态,34.67,-147.94
002487,大金重工,46.8,27.31
603298,杭叉集团,27.49,16.06
002706,良信股份,11.55,26.32
002686,亿利达,6.87,48.59
000011,深物业A,10.03,207.15
000065,北方国际,11.58,20.08
000720,新能泰山,3.44,406.39
601611,中国核建,10.97,20.72
300668,杰恩设计,18.46,-1887.41
301391,卡莱特,84.18,494.74
600824,益民集团,4.4,95.39
603730,岱美股份,7.23,32.19
603291,联合水务,10.99,64.98
688778,厦钨新能,77.57,63.78
301311,昆船智能,20.07,-99.39
920806,云星宇,14.18,80.06
688015,交控科技,23.91,44.28
688800,瑞可达,71.37,46.75
688535,华海诚科,104.76,306.86
603903,中持股份,15.47,197.41
920690,捷众科技,30.97,33.51
301051,信濠光电,22.08,-10.45
002307,北新路桥,5.06,-39.66
002532,天山铝业,12.34,13.77
688315,诺禾致源,14.9,39.38
920826,盖世食品,12.98,44.82
601766,中国中车,7.93,15.7
301081,严牌股份,10.78,56.89
300929,华骐环保,11.44,170.68
002239,奥特佳,3.18,71.48
300732,设研院,8.57,-62.9
001209,洪兴股份,18.49,105.89
920685,新芝生物,15.6,60.16
300587,天铁科技,7.65,-72.67
601339,百隆东方,5.73,11.02
002817,黄山胶囊,7.97,33.53
300842,帝科股份,63.41,64.39
300739,明阳电路,15.68,67.61
000630,铜陵有色,5.44,25.31
605218,伟时电子,20.79,113.57
920670,数字人,14.39,-196.06
300594,朗进科技,18.21,566.57
301314,科瑞思,42.77,193.35
920370,新安洁,4.8,-33.02
600661,昂立教育,10.55,523.34
600082,海泰发展,4.48,-48.14
603569,长久物流,8.65,256.68
301012,扬电科技,23.15,105.6
001389,广合科技,72.99,31.57
002916,深南电路,201.2,49.32
300887,谱尼测试,8.07,-12.26
002236,大华股份,19.37,12.86
002918,蒙娜丽莎,17.09,-616.29
002828,贝肯能源,11.29,82.09
600312,平高电气,17.17,17.79
603259,药明康德,102.04,17.78
688702,盛科通信-U,117.07,-1013.1
600798,宁波海运,4.22,-64.89
000826,启迪环境,2.27,-3.09
300201,海伦哲,5.51,33.22
002599,盛通股份,8.11,-328.88
300650,太龙股份,17.22,102.8
920627,力王股份,26.93,137.29
301510,固高科技,31.12,201.41
000813,德展健康,4.23,-103.32
688776,国光电气,87.0,-384.72
300195,长荣股份,7.8,328.87
920266,生物谷,10.4,-22.75
600777,*ST新潮,4.25,15.09
600577,精达股份,10.11,35.46
600512,腾达建设,2.61,19.24
600343,航天动力,14.67,-64.02
300155,安居宝,4.9,-55.82
001287,中电港,23.25,48.84
000707,双环科技,6.55,-175.24
002445,中南文化,2.62,51.05
688657,浩辰软件,55.07,67.93
600322,津投城开,2.62,-2.79
002200,*ST交投,7.55,-11.45
603205,健尔康,28.88,46.79
301033,迈普医学,72.55,51.09
600826,兰生股份,10.5,67.83
603881,数据港,33.49,141.59
300413,芒果超媒,30.58,37.47
600337,美克家居,2.3,-18.78
600148,长春一东,20.45,464.01
920021,流金科技,6.59,878.08
300772,运达股份,17.48,47.89
002353,杰瑞股份,52.68,21.73
301349,信德新材,38.93,202.31
301218,华是科技,21.12,-104.36
600176,中国巨石,15.85,18.8
002889,东方嘉盛,15.19,35.92
000600,建投能源,9.58,9.66
002919,名臣健康,18.19,59.03
600770,综艺股份,5.62,60.35
600089,特变电工,19.87,15.77
002981,朝阳科技,30.87,40.47
002081,金 螳 螂,3.65,13.54
603019,中科曙光,108.21,124.39
300852,四会富仕,38.86,39.09
002670,国盛金控,21.94,101.45
300632,光莆股份,13.31,68.91
603725,天安新材,10.63,24.92
920092,汉鑫科技,35.96,-62.29
688163,赛伦生物,23.64,38.79
002373,千方科技,11.01,51.26
001360,南矿集团,16.69,41.44
688296,和达科技,14.68,-45.33
688530,欧莱新材,17.35,-199.52
600736,苏州高新,6.0,19.67
300600,国瑞科技,15.73,-91.39
920014,特瑞斯,13.4,106.68
600257,大湖股份,5.69,-532.39
600503,华丽家族,3.35,-257.75
920363,莱赛激光,19.06,764.65
300541,先进数通,16.79,57.67
603025,大豪科技,16.81,23.54
688350,富淼科技,21.8,64.9
001296,长江材料,23.48,23.93
002789,*ST建艺,10.44,-4.42
603341,龙旗科技,45.14,29.79
603880,南卫股份,6.4,-71.33
688502,茂莱光学,371.91,299.75
603179,新泉股份,71.0,41.34
301235,华康洁净,34.74,100.2
002484,江海股份,30.0,35.59
300867,圣元环保,20.91,24.76
300870,欧陆通,191.8,78.79
000882,华联股份,2.03,-121.81
688053,ST思科瑞,28.02,390.88
300110,华仁药业,3.38,53.52
002591,恒大高新,6.42,-197.99
301189,奥尼电子,34.75,-31.54
300464,星徽股份,7.09,-160.11
600560,金自天正,16.59,85.67
600151,航天机电,7.83,-26.07
301266,宇邦新材,37.03,56.5
603159,上海亚虹,25.18,-976.02
603267,鸿远电子,54.51,34.24
300972,万辰集团,198.95,32.97
002276,万马股份,17.38,35.2
603006,联明股份,14.34,52.03
300805,电声股份,11.29,104.73
002279,久其软件,7.54,-43.11
300709,精研科技,46.47,53.54
002859,洁美科技,32.2,70.44
600228,*ST返利,6.51,-45.47
688130,晶华微,22.9,-60.28
301313,凡拓数创,24.97,-27.56
002495,佳隆股份,2.75,136.59
688617,惠泰医疗,328.0,54.39
300461,田中精机,18.87,-79.6
600064,南京高科,8.58,5.38
920871,派特尔,17.53,94.86
300803,指南针,146.58,312.69
601600,中国铝业,8.62,10.46
920271,邦德股份,16.54,22.97
688550,瑞联新材,47.61,24.88
002518,科士达,39.96,45.56
600685,中船防务,26.91,36.13
688090,瑞松科技,36.56,-1737.11
002162,悦心健康,4.48,1165.26
002806,华锋股份,12.09,-173.66
600789,鲁抗医药,10.36,43.57
000544,中原环保,8.98,6.22
300334,津膜科技,7.25,5089.11
603325,博隆技术,81.8,13.5
688360,德马科技,21.41,34.41
300523,辰安科技,25.25,-39.89
688118,普元信息,27.29,-42.97
300680,隆盛科技,55.26,44.88
300847,中船汉光,17.69,45.86
688620,安凯微,12.82,-51.02
002105,信隆健康,6.93,-80.99
688551,科威尔,43.66,53.35
605177,东亚药业,19.8,-37.57
000402,金 融 街,3.13,-4.64
002249,大洋电机,11.48,23.3
920057,百甲科技,7.31,93.61
603813,*ST原尚,27.8,-53.46
600482,中国动力,22.28,27.31
300324,旋极信息,5.92,-37.06
920418,苏轴股份,29.21,28.74
688615,合合信息,172.25,51.22
688383,新益昌,61.77,1205.95
688665,四方光电,59.71,35.69
603696,安记食品,12.23,104.29
002613,北玻股份,4.19,48.19
000811,冰轮环境,13.6,25.39
301321,翰博高新,16.73,-58.96
688277,天智航-U,17.87,-70.8
688200,华峰测控,185.7,64.28
002427,尤夫股份,7.01,290.09
603012,创力集团,6.3,24.91
600370,三房巷,2.1,-15.1
600655,豫园股份,5.95,184.36
600807,济高发展,3.16,-29.94
688055,龙腾光电,3.86,-53.1
002161,远 望 谷,7.74,39.8
603927,中科软,21.08,81.83
300175,ST朗源,6.33,-285.08
002374,中锐股份,2.81,-19.62
300032,金龙机电,4.92,193.02
603110,东方材料,17.56,2699.73
000801,四川九洲,15.79,109.81
920267,鑫汇科,28.42,105.15
920592,华信永道,40.81,-69.54
688699,明微电子,35.82,-55.75
300085,银之杰,48.31,-319.14
920961,创远信科,26.47,299.35
300305,裕兴股份,6.35,-9.61
300978,东箭科技,11.28,28.43
603103,横店影视,15.53,24.36
600673,东阳光,20.78,51.04
301295,美硕科技,28.94,83.64
688235,百济神州-U,282.56,483.94
300018,中元股份,10.93,45.41
002243,力合科创,9.2,47.04
300407,凯发电气,10.96,86.08
603238,诺邦股份,19.07,25.91
920270,天铭科技,18.39,43.07
605389,长龄液压,67.28,73.73
300519,新光药业,16.31,40.89
300169,天晟新材,7.09,-26.44
920873,中设咨询,8.15,-25.05
688639,华恒生物,32.3,35.16
920981,晶赛科技,35.12,496.74
301097,天益医疗,45.03,139.95
300947,德必集团,19.86,188.18
300275,梅安森,12.43,66.56
301032,新柴股份,13.18,40.35
300009,安科生物,10.34,23.59
300913,兆龙互连,52.28,91.22
300385,雪浪环境,5.34,-8.87
300500,启迪设计,13.91,42.33
688565,力源科技,10.35,277.03
688701,卓锦股份,9.28,-32.93
688092,爱科科技,25.4,40.22
001266,宏英智能,28.61,91.24
600227,赤天化,2.5,-43.12
920821,则成电子,27.55,166.33
603920,世运电路,41.05,38.5
002210,飞马国际,4.28,2180.77
603406,天富龙,49.12,43.47
301458,钧崴电子,34.79,67.97
920575,康乐卫士,12.89,-12.3
600838,上海九百,8.59,72.38
603033,三维股份,11.46,-317.14
000920,沃顿科技,12.9,24.5
920564,天润科技,22.6,-140.89
920932,科达自控,24.0,276.13
301419,阿莱德,34.02,60.95
688757,胜科纳米,27.94,168.85
601689,拓普集团,70.02,46.98
688247,XD宣泰医,10.78,53.6
301038,深水规院,25.87,-467.36
300962,中金辐照,17.26,34.62
300310,宜通世纪,5.76,-1438.1
688217,睿昂基因,28.8,226.3
002058,*ST威尔,26.28,10.64
600543,莫高股份,6.14,-30.94
000605,渤海股份,7.22,90.33
688008,澜起科技,139.0,68.67
002273,水晶光电,24.58,34.14
002761,浙江建投,9.38,30.36
000985,大庆华科,18.1,129.44
688335,复洁环保,22.78,254.05
600606,绿地控股,1.81,-3.63
603088,宁波精达,11.23,43.36
688549,中巨芯-U,10.14,920.39
002975,博杰股份,56.05,222.49
002470,金正大,1.81,-37.97
301535,浙江华远,19.94,80.56
300488,恒锋工具,34.54,39.59
003027,同兴科技,19.62,24.43
688602,康鹏科技,8.35,69.91
300197,节能铁汉,2.18,-5.54
920808,曙光数创,86.13,-211.25
601015,陕西黑猫,4.36,-9.63
002251,步步高,5.81,38.92
600654,中安科,3.27,1870.27
600099,林海股份,10.93,102.77
688323,瑞华泰,14.95,-39.89
301272,英华特,47.84,149.43
300272,开能健康,6.56,28.59
300014,亿纬锂能,78.65,50.12
300420,五洋自控,4.01,96.91
002769,普路通,9.12,51.08
300091,金通灵,2.92,-10.74
000409,云鼎科技,11.32,91.61
688466,金科环境,20.77,41.83
301536,星宸科技,57.92,101.83
920832,齐鲁华信,8.38,149.4
601929,吉视传媒,3.65,-27.43
920163,方大新材,16.1,52.57
600649,城投控股,4.75,38.81
002245,蔚蓝锂芯,18.27,31.63
002072,凯瑞德,7.35,-66.21
300995,奇德新材,48.15,235.41
000536,华映科技,4.78,-13.74
002320,海峡股份,14.7,130.68
002311,海大集团,59.02,17.78
300274,阳光电源,152.79,20.48
000631,顺发恒能,3.31,78.69
600501,航天晨光,22.03,-55.78
600455,博通股份,26.76,62.68
002856,美芝股份,11.0,-21.41
300667,必创科技,15.46,-158.1
603203,快克智能,30.25,28.87
002326,永太科技,16.94,133.3
300648,星云股份,40.09,-394.58
603028,赛福天,8.48,394.78
920008,成电光信,30.21,-227.49
002159,三特索道,15.17,19.91
300984,金沃股份,68.66,166.15
603778,国晟科技,4.44,-15.13
920304,迪尔化工,12.95,39.06
000554,泰山石油,7.02,18.45
688150,莱特光电,25.16,40.03
603595,东尼电子,22.53,-268.93
002609,捷顺科技,9.61,74.54
300112,万讯自控,8.86,-109.79
301479,弘景光电,91.3,53.77
600106,重庆路桥,6.31,31.57
001336,楚环科技,23.71,71.75
300422,博世科,5.19,-9.79
300749,顶固集创,9.26,94.53
301268,铭利达,22.0,-138.78
603031,安孚科技,37.93,45.89
000833,粤桂股份,15.27,26.13
688170,德龙激光,33.55,-111.98
603002,宏昌电子,7.07,245.42
600691,潞化科技,2.98,-15.49
688331,荣昌生物,97.1,-60.87
000599,青岛双星,5.6,-12.27
600846,同济科技,14.59,31.14
688758,赛分科技,19.08,74.04
000531,穗恒运Ａ,7.1,17.06
002306,*ST云网,1.87,-62.29
603917,合力科技,15.37,159.05
301075,多瑞医药,53.19,-50.06
002469,三维化学,9.04,24.37
000049,德赛电池,27.43,54.08
300968,格林精密,13.94,4635.43
300643,万通智控,21.82,26.62
300731,科创新源,42.87,153.95
002857,三晖电气,25.2,-100.92
301057,汇隆新材,23.74,54.28
920077,吉林碳谷,13.99,53.4
300620,光库科技,111.97,268.95
300331,苏大维格,32.12,136.01
301180,万祥科技,15.88,1583.66
688329,艾隆科技,20.38,-93.76
603098,森特股份,14.33,53.67
000802,北京文化,4.53,-6.97
002175,东方智造,4.55,656.18
300283,温州宏丰,6.83,-445.11
301113,雅艺科技,22.72,253.9
300634,彩讯股份,24.99,41.64
301059,金三江,11.36,42.58
688121,卓然股份,12.87,-6862.94
001259,利仁科技,26.65,199.13
920357,雅葆轩,28.16,34.72
301119,正强股份,39.54,32.4
300917,特发服务,42.93,61.34
300099,尤洛卡,6.84,65.44
002126,银轮股份,36.88,35.25
300857,协创数据,158.04,63.3
600830,香溢融通,9.89,46.35
688135,利扬芯片,31.31,-450.74
605138,盛泰集团,7.64,68.01
600881,亚泰集团,1.91,-3.75
600568,ST中珠,1.91,-78.85
002429,兆驰股份,6.11,20.91
002060,广东建工,3.82,20.47
300923,研奥股份,26.37,53.42
002109,兴化股份,3.82,-12.67
600202,哈空调,6.1,-152.97
300539,横河精密,53.14,263.67
301165,锐捷网络,85.8,75.23
000856,冀东装备,11.12,114.05
600246,万通发展,11.88,-400.45
603909,建发合诚,11.51,33.3
688571,杭华股份,8.05,36.71
002863,今飞凯达,5.37,35.52
002780,三夫户外,14.2,66.52
300300,海峡创新,6.12,380.16
002677,浙江美大,7.29,191.73
000783,长江证券,8.45,13.45
300906,日月明,29.25,53.52
688129,东来技术,22.34,30.27
301198,喜悦智行,11.91,-148.9
002652,扬子新材,3.85,-83.17
001236,弘业期货,11.16,-1559.61
920570,坤博精工,38.4,334.56
603360,百傲化学,26.59,102.29
605258,协和电子,32.01,48.64
603499,翔港科技,16.98,32.8
002666,德联集团,5.4,35.84
301111,粤万年青,16.98,-188.02
688028,沃尔德,45.57,78.84
600892,*ST大晟,4.25,-35.25
002335,科华数据,63.65,67.35
301088,戎美股份,14.33,44.62
688069,德林海,22.82,-416.88
600735,ST新华锦,5.43,90.47
002611,东方精工,17.46,26.74
300591,万里马,9.68,-54.73
301522,上大股份,31.36,97.51
300350,华鹏飞,6.61,894.88
000812,陕西金叶,4.67,72.04
920118,太湖远大,26.84,49.66
000652,泰达股份,4.27,48.15
000007,全新好,7.38,377.3
600847,万里股份,11.65,-47.79
002453,华软科技,7.01,-31.09
688280,精进电动-UW,7.8,64.0
300223,北京君正,86.37,102.59
688302,海创药业-U,50.37,-40.32
300540,蜀道装备,19.5,220.48
002066,瑞泰科技,15.59,81.02
688096,京源环保,8.19,416.07
301283,聚胶股份,42.21,20.92
002061,浙江交科,4.3,10.54
300460,惠伦晶体,9.38,-19.78
300281,金明精机,7.45,215.1
300267,尔康制药,3.52,96.46
300676,华大基因,47.77,1729.17
688400,凌云光,41.07,98.53
001282,三联锻造,26.65,41.5
920438,戈碧迦,37.2,217.12
600868,梅雁吉祥,3.13,-97.86
000545,金浦钛业,2.74,-7.27
000718,苏宁环球,2.74,30.28
600051,宁波联合,7.46,33.08
688012,中微公司,269.68,119.6
688066,航天宏图,31.1,-16.41
600683,京投发展,4.32,-6.07
300092,科新机电,16.88,44.29
920422,润普食品,14.15,97.31
603829,洛凯股份,19.69,28.56
300468,四方精创,38.1,229.93
600822,上海物贸,11.39,190.16
920508,殷图网联,26.84,-339.31
688478,晶升股份,36.25,-336.59
688207,格灵深瞳,15.38,-24.94
300635,中达安,14.62,554.39
688265,南模生物,48.52,104.11
603327,福蓉科技,9.06,108.97
002135,东南网架,4.74,62.72
603192,汇得科技,27.6,39.27
603456,九洲药业,19.33,17.25
920436,大地电气,17.77,-61.73
603037,凯众股份,14.6,51.79
002687,乔治白,4.73,82.0
002722,物产金轮,16.15,27.58
300970,华绿生物,15.45,-17.64
002877,智能自控,8.72,76.12
300326,ST凯利,5.95,48.69
002531,天顺风能,7.91,132.04
301037,保立佳,15.04,121.76
301588,美新科技,20.19,53.69
301031,中熔电气,106.08,37.93
002138,顺络电子,36.1,29.95
600303,曙光股份,3.97,-9.34
600774,汉商集团,9.94,904.32
603089,正裕工业,15.88,16.08
300787,海能实业,13.9,28.23
920870,恒进感应,19.45,170.63
002925,盈趣科技,19.48,54.9
300717,华信新材,20.25,38.24
603181,皇马科技,17.49,23.54
600527,江南高纤,2.39,132.87
600569,安阳钢铁,2.39,90.19
603871,嘉友国际,13.54,16.52
000965,天保基建,4.38,20.58
603444,吉比特,461.5,25.79
920701,豪声电子,19.06,37.82
300567,精测电子,70.84,358.15
002947,恒铭达,44.72,24.45
301359,东南电子,20.33,56.58
600768,宁波富邦,12.78,88.29
301345,涛涛车业,240.5,38.32
002494,华斯股份,5.18,-105.41
002045,国光电器,16.0,69.92
300750,宁德时代,375.9,26.23
601599,浙文影业,3.61,18.12
300854,中兰环保,19.6,174.25
301519,舜禹股份,14.4,-112.23
300882,万胜智能,19.74,29.11
600052,东望时代,5.23,33.19
002012,凯恩股份,5.66,117.31
300105,龙源技术,7.68,70.04
600522,中天科技,17.76,19.33
600448,华纺股份,3.64,-33.06
601179,中国西电,7.27,31.15
000960,锡业股份,22.63,17.54
001316,润贝航科,31.91,23.78
001202,炬申股份,16.57,33.84
002672,东江环保,4.84,-9.62
600812,华北制药,6.06,42.1
301539,宏鑫科技,18.95,49.51
600237,铜峰电子,7.3,39.38
920876,慧为智能,30.0,517.52
001373,翔腾新材,30.41,-89.36
300145,南方泵业,4.47,25.42
300008,天海防务,6.51,44.81
300163,先锋新材,3.66,13.62
688011,新光光电,39.06,-93.95
002691,冀凯股份,8.14,-45.91
002330,得利斯,4.89,150.77
600053,九鼎投资,17.07,-77.82
603211,晋拓股份,17.91,74.24
603516,淳中科技,154.3,-391.87
688361,中科飞测,118.8,-1040.76
301135,瑞德智能,27.74,87.31
300743,天地数码,18.37,22.19
002291,遥望科技,6.95,-12.86
920261,一诺威,15.09,19.6
920792,东和新材,13.09,33.87
688410,山外山,14.73,43.0
301131,聚赛龙,48.12,53.21
688193,仁度生物,47.72,469.13
688419,耐科装备,29.15,40.09
920208,青矩技术,26.6,27.09
600207,安彩高科,5.33,-13.47
603378,亚士创能,6.14,-6.87
603236,移远通信,98.4,27.32
300317,珈伟新能,4.1,-115.01
301336,趣睡科技,51.33,61.16
300025,华星创业,6.14,-59.35
600828,茂业商业,4.11,102.9
600582,天地科技,6.18,6.15
000069,华侨城Ａ,2.47,-3.46
003013,地铁设计,16.04,14.84
600858,银座股份,5.77,14.41
601002,晋亿实业,5.35,21.76
002339,积成电子,8.24,-34.44
001366,播恩集团,12.78,-70.13
688401,路维光电,46.88,42.58
688435,英方软件,33.72,-147.77
688468,科美诊断,7.82,64.43
300766,每日互动,36.63,-226.68
605398,新炬网络,30.44,339.25
002798,帝欧水华,6.19,-18.84
600222,太龙药业,6.61,98.04
688208,道通科技,37.17,25.92
300979,华利集团,52.13,18.21
301290,东星医疗,27.23,45.02
300889,爱克股份,21.05,-192.62
002533,金杯电工,12.38,15.33
002298,中电鑫龙,11.99,239.12
000938,紫光股份,28.05,38.54
000008,神州高铁,2.89,-41.33
600833,第一医药,13.64,108.49
600365,ST通葡,3.31,-32.05
300036,超图软件,16.57,341.18
605058,澳弘电子,28.66,25.36
603040,新坐标,73.41,35.32
300837,浙矿股份,25.7,37.42
300752,隆利科技,20.76,53.55
603789,*ST星农,5.8,-19.16
300547,川环科技,38.26,42.07
301195,北路智控,34.18,32.18
300826,测绘股份,17.89,212.76
603681,永冠新材,17.1,53.1
300757,罗博特科,220.32,-553.96
002946,新乳业,17.52,19.01
688009,中国通号,5.42,17.71
600973,宝胜股份,5.42,55.87
920642,通易航天,14.97,-111.17
605068,明新旭腾,25.78,-71.14
300851,交大思诺,27.12,96.73
920273,一致魔芋,36.32,45.79
920146,华阳变速,10.02,372.23
003008,开普检测,22.18,29.91
300669,沪宁股份,31.39,325.12
688403,汇成股份,16.32,72.9
600229,城市传媒,6.71,55.04
301388,欣灵电气,32.78,199.64
300103,达刚控股,7.55,-74.13
300688,创业黑马,28.99,-145.98
920419,路斯股份,18.04,30.59
300550,和仁科技,12.17,-453.89
688779,五矿新能,7.13,-256.38
002712,思美传媒,5.45,-130.07
601918,新集能源,7.15,10.06
002230,科大讯飞,52.6,-1367.76
301127,武汉天源,13.49,34.86
688333,铂力特,69.19,124.36
002807,江阴银行,5.05,7.35
920123,芭薇股份,17.7,58.26
688175,高凌信息,23.56,-46.07
920415,恒拓开源,16.1,362.96
920106,林泰新材,85.78,31.86
920017,星昊医药,19.03,28.94
920790,联迪信息,40.58,158.29
000408,藏格矿业,56.7,24.27
600839,四川长虹,10.17,46.86
300850,新强联,44.4,20.77
603682,锦和商管,5.93,18.57
003001,中岩大地,24.22,103.12
000078,海王生物,2.55,105.89
300445,康斯特,17.84,35.01
002183,怡 亚 通,5.1,203.01
300435,中泰股份,20.84,29.84
300746,汉嘉设计,14.03,105.38
300234,开尔新材,5.52,119.56
000933,神火股份,23.36,11.29
688606,奥泰生物,67.1,20.15
000702,正虹科技,7.23,-156.71
600885,宏发股份,27.59,20.89
603183,建研院,4.69,364.42
300415,伊之密,23.93,16.27
688455,科捷智能,14.92,-36.19
002694,顾地科技,4.26,-5.53
301603,乔锋智能,71.81,24.23
301161,唯万密封,35.02,43.75
300359,全通教育,5.55,-54.41
300542,新晨科技,19.2,-220.67
300471,厚普股份,11.52,-117.32
301193,家联科技,18.77,-28.32
605122,四方新材,13.65,-44.68
920110,雷特科技,38.79,37.27
301199,迈赫股份,25.16,34.33
688787,海天瑞声,114.33,906.4
002209,达 意 隆,14.92,16.34
300564,筑博设计,16.67,-62.84
920175,东方碳素,13.65,-14.2
300940,南极光,26.08,39.83
300371,汇中股份,13.3,32.2
920663,明阳科技,20.95,43.88
300233,金城医药,17.13,75.79
603058,永吉股份,8.99,33.34
688450,光格科技,28.27,-29.73
001298,好上好,33.0,145.72
688343,云天励飞-U,78.26,-68.18
002297,博云新材,9.0,304.78
301060,兰卫医学,9.44,-326.89
688233,神工股份,46.19,80.54
002309,中利集团,3.01,-63.56
002887,绿茵生态,9.88,25.67
688638,誉辰智能,42.12,-21.48
300975,商络电子,13.78,55.8
600058,五矿发展,9.03,44.92
688798,艾为电子,80.52,59.96
603982,泉峰汽车,9.03,-9.18
688020,方邦股份,57.22,-98.78
600493,凤竹纺织,6.88,117.74
603231,索宝蛋白,18.96,18.63
605567,春雪食品,10.34,72.43
301018,申菱环境,63.06,55.77
600810,神马股份,10.82,-148.32
300187,永清环保,5.18,23.31
603617,君禾股份,7.78,49.0
300883,龙利得,6.92,1001.15
603916,苏博特,10.78,36.33
600096,云天化,28.12,9.28
300003,乐普医疗,18.15,24.7
600796,钱江生化,6.04,24.43
603767,中马传动,25.89,342.92
688711,宏微科技,25.88,925.87
301163,宏德股份,28.66,46.37
688616,西力科技,13.02,28.94
600418,江淮汽车,49.38,-69.78
002256,兆新股份,3.04,986.43
002026,山东威达,15.2,21.21
603124,江南新材,81.48,56.23
300162,雷曼光电,7.36,317.7
301503,智迪科技,38.13,29.8
688206,概伦电子,40.41,190.41
000633,合金投资,6.98,277.76
603679,华体科技,16.12,-52.9
002476,宝莫股份,6.1,117.75
688178,万德斯,26.53,-39.65
002845,同兴达,13.96,-78.84
002187,广百股份,6.53,-149.05
300949,奥雅股份,40.15,-54.23
002522,浙江众成,4.8,59.84
000055,方大集团,4.35,135.09
001390,古麒绒材,27.42,27.87
300522,世名科技,13.14,139.38
300030,阳普医疗,7.87,79.69
688191,智洋创新,29.25,177.57
300585,奥联电子,18.82,897.52
920023,田野股份,4.37,43.69
002244,滨江集团,11.79,9.9
603122,合富中国,6.55,-177.65
300963,中洲特材,21.89,153.68
603967,中创物流,12.24,14.97
301303,真兰仪表,15.75,21.85
688420,美腾科技,25.47,138.5
300639,凯普生物,5.72,-20.64
603326,我乐家居,9.23,16.05
605198,安德利,46.05,39.07
600463,空港股份,11.86,-33.99
605259,绿田机械,25.9,15.9
002116,中国海诚,10.54,16.13
300788,中信出版,28.93,22.7
600119,长江投资,8.82,-167.71
688687,凯因科技,28.19,50.85
300425,中建环能,5.29,243.79
300807,天迈科技,39.18,-312.07
601086,国芳集团,11.01,161.89
600844,金煤科技,3.09,-21.57
301386,未来电器,25.54,36.9
688131,皓元医药,81.67,57.07
600481,双良节能,6.61,-10.38
600935,华塑股份,2.65,-37.02
601866,中远海发,2.65,18.02
300904,威力传动,80.61,-67.05
688676,金盘科技,65.62,56.93
688226,威腾电气,44.68,254.28
002685,华东重机,7.52,144.86
300800,力合科技,11.95,93.85
300259,新天科技,3.98,29.5
300412,迦南科技,5.33,180.5
300196,长海股份,14.65,17.24
000839,国安股份,2.67,-171.87
600584,长电科技,40.5,76.97
300135,宝利国际,4.45,-303.68
601669,中国电建,5.77,9.16
600616,金枫酒业,5.77,-270.47
920227,美登科技,58.6,58.88
600726,华电能源,2.68,23.13
301089,拓新药业,32.1,-111.1
300508,维宏股份,28.14,52.34
600185,珠免集团,6.25,-21.48
300858,科拓生物,16.94,43.91
600071,凤凰光学,21.9,142.56
002409,雅克科技,77.58,35.31
688227,品高股份,36.16,-129.31
002337,赛象科技,5.8,43.26
603912,佳力图,8.94,-136.29
300825,阿尔特,10.71,-45.83
603137,恒尚节能,14.37,28.93
600927,永安期货,14.83,63.43
002202,金风科技,14.83,21.06
688113,联测科技,38.51,23.42
300838,浙江力诺,14.82,142.21
688016,心脉医疗,104.38,20.45
920735,德源药业,35.89,21.53
600497,驰宏锌锗,6.73,18.19
000639,西王食品,3.14,-91.26
002667,威领股份,11.73,1392.42
920263,中航泰达,14.42,95.01
000422,湖北宜化,13.49,18.4
920005,鼎佳精密,46.03,50.2
920489,佳先股份,20.3,241.36
000993,闽东电力,10.38,33.39
300193,佳士科技,9.06,20.31
600662,外服控股,5.43,16.14
603688,石英股份,38.98,98.82
000880,潍柴重机,30.28,48.88
601010,文峰股份,2.71,66.72
002334,英威腾,9.49,39.18
300284,苏交科,8.61,56.99
688307,中润光学,38.45,82.99
002386,天原股份,5.42,212.01
603118,共进股份,11.75,80.45
600778,友好集团,6.78,87.0
600638,新黄浦,6.36,21.07
003037,三和管桩,8.18,36.88
000567,海德股份,7.27,48.32
000563,陕国投Ａ,3.63,13.98
301159,三维天地,34.54,-22.05
300256,星星科技,4.09,-495.5
600261,阳光照明,3.63,25.1
603520,司太立,10.92,82.16
603993,洛阳钼业,15.45,19.06
600330,天通股份,10.43,122.27
301312,智立方,48.67,68.78
000415,渤海租赁,3.63,-5.56
920924,广脉科技,23.66,89.71
002902,铭普光磁,22.4,-36.04
002234,民和股份,8.69,-7.07
688157,松井股份,33.78,215.17
601155,新城控股,15.04,18.96
601133,柏诚股份,13.24,41.86
301025,读客文化,9.6,313.68
603221,爱丽家居,12.32,53.58
300176,鸿特科技,7.31,73.62
688108,赛诺医疗,28.45,427.57
688085,三友医疗,20.2,92.02
600234,科新发展,12.38,70.97
603380,易德龙,42.13,29.51
301129,瑞纳智能,27.5,-269.73
605488,福莱新材,31.64,87.03
300615,欣天科技,13.74,117.42
603261,*ST立航,21.1,-18.44
301167,建研设计,16.49,91.56
000898,鞍钢股份,2.75,-11.26
300577,开润股份,23.37,15.01
920300,辰光医疗,16.49,-47.77
000039,中集集团,8.28,17.47
300355,蒙草生态,4.14,66.35
600583,海油工程,5.53,11.13
001270,*ST铖昌,45.95,83.62
300279,和晶科技,7.36,41.03
688062,迈威生物-U,45.64,-16.54
300499,高澜股份,29.45,196.01
688051,佳华科技,43.2,-40.86
002702,海欣食品,4.61,-63.09
600613,神奇制药,6.44,52.42
600567,山鹰国际,1.84,127.95
301456,盘古智能,34.55,77.87
600671,天目药业,18.88,112.18
300366,ST创意,6.93,-18.81
603887,城地香江,15.74,128.28
